#transitid  obstime  fluxbpint  fluxbpinterror  fluxrpint  fluxrpinterror  bpimagequality  rpimagequality  nu  dnu  flagspe  provenance  run  apflags  obsobmt  bpwinal  bpwinac  rpwinal  rpwinac
111140373723767699 2019-04-30T18:21:01.000000 995034.0 475.656 386193.0 442.139 6.27798 7.77583 0.00179843 2.30912e-07 0 383937 4396 0 173656833686035551 14631 19 22450 71
111144466037532372 2019-04-30T20:07:35.000000 1015650.0 480.537 387949.0 297.637 6.42253 8.48919 0.00192586 2.02727e-07 0 384066 4396 0 173663227924757450 14637 19 22440 60
111780638266135923 2019-05-12T08:13:30.000000 970381.0 469.869 389936.0 298.529 6.69699 10.2832 0.00185628 2.00702e-07 0 385781 4409 0 174657247030949735 14694 -33 22186 -116
111790379028726669 2019-05-12T12:27:09.000000 999236.0 707.888 388705.0 444.598 6.34405 7.98228 0.00183172 2.97026e-07 0 385778 4409 0 174672467099887182 14652 -35 22368 -36
111794471340667280 2019-05-12T14:13:42.000000 987584.0 703.455 384136.0 441.212 6.21057 8.35575 0.00180611 2.79341e-07 0 385777 4409 0 174678861209859875 14619 -35 22495 35
113935446910760556 2019-06-20T07:23:42.000000 993042.0 475.094 392147.0 299.265 6.27664 8.8194 0.00183019 1.89878e-07 0 391632 4479 0 178024135540135753 14626 37 22478 106
94923992546326298 2018-07-11T11:51:03.000000 1027000.0 717.926 393436.0 446.876 6.72249 8.85677 0.00180946 2.82078e-07 0 343280 4039 0 148318738220921098 14672 -41 22295 -80
96136595338326079 2018-08-02T10:06:53.000000 977739.0 471.404 384762.0 296.491 27.3456 9.3026 0.00186627 1.95216e-07 0 347203 4071 0 150213429706730910 14617 19 22497 103
96140687567942558 2018-08-02T11:53:27.000000 997133.0 476.039 387904.0 443.318 6.58175 8.40605 0.00180166 2.22965e-07 0 347310 4071 0 150219824065296538 14621 19 22489 93
96150428379522878 2018-08-02T16:07:06.000000 965706.0 695.63 382388.0 440.456 6.56938 8.60259 0.00180313 2.91991e-07 0 347252 4071 0 150235044083981887 14679 20 22232 -34
96154520702718695 2018-08-02T17:53:40.000000 998224.0 476.502 396684.0 301.032 6.91588 9.90201 0.00182637 1.95816e-07 0 347181 4071 0 150241438339904298 14690 21 22206 -47
103108197664204169 2018-12-06T12:02:21.000000 971773.0 469.99 386823.0 443.135 6.54531 9.11032 0.00186122 2.48714e-07 0 363702 4229 0 161106558590975433 14682 -49 22251 -110
93137402893308468 2018-06-09T04:29:18.000000 964995.0 468.584 387617.0 297.755 6.76176 61.2894 0.00183161 1.99596e-07 0 339386 4002 0 145527191762137661 14683 39 22211 -23
116091910183745101 2019-07-29T07:17:00.000000 962607.0 467.79 384207.0 441.229 6.05099 7.9844 0.00179639 2.30687e-07 0 397875 4521 0 181393609404107097 14625 28 22473 97
116096002490033878 2019-07-29T09:03:34.000000 1008960.0 1441.4 387184.0 442.708 6.36893 8.50197 0.0018266 4.94526e-07 0 397869 4521 0 181400003631782268 14635 29 22438 72
121461070561190800 2019-11-03T09:38:04.000000 969989.0 469.597 385620.0 296.969 6.37705 9.17912 0.00181148 1.90185e-07 0 413068 4657 0 189782922492932019 14678 -32 22263 -84
122107305213851266 2019-11-15T02:08:15.000000 951256.0 465.047 369692.0 432.882 6.0075 7.9321 0.00179787 2.32519e-07 0 415263 4675 0 190792664139353890 14625 23 22473 90
122111397538358434 2019-11-15T03:54:50.000000 1018500.0 481.292 393953.0 446.214 6.37812 8.48346 0.00184178 2.30123e-07 0 415298 4675 0 190799058394904964 14634 24 22449 74
124134142118261218 2019-12-21T17:54:58.000000 972881.0 470.269 385613.0 442.033 6.18925 8.39528 0.00180903 2.27124e-07 0 419866 4715 0 193959596801154843 14618 -53 22494 13
