#transitid  obstime  fluxbpint  fluxbpinterror  fluxrpint  fluxrpinterror  bpimagequality  rpimagequality  nu  dnu  flagspe  provenance  run  apflags  obsobmt  bpwinal  bpwinac  rpwinal  rpwinac
175145440500787037 2022-07-01T06:15:27.000000 230740000.0 85755.0 138478000.0 66484.9 6.07675 9.7471 0.00167162 1.29238e-07 0 552550 5967 0 273664750767187968 14679 38 22232 -14
157281495266514213 2021-08-12T04:42:45.000000 239376000.0 87387.6 143355000.0 67656.4 5.68992 8.75136 0.00167558 1.2943e-07 0 504336 5600 2 245752336339810784 14642 28 22403 55
177042365943428296 2022-08-04T13:29:46.000000 241924000.0 87825.3 145070000.0 68048.3 6.01847 9.64615 0.00168836 1.22282e-07 0 556782 6008 2 276628696772640426 14667 -39 22314 -71
164752440063096667 2021-12-25T07:20:54.000000 238195000.0 87134.9 144464000.0 67888.2 6.17688 9.27265 0.00170321 1.23291e-07 0 524826 5749 0 257425687582458996 14626 -51 22474 1
126849220837431087 2020-02-08T20:24:13.000000 245609000.0 88510.8 145858000.0 68234.2 18.2293 25.3145 0.00171548 1.26473e-07 0 426412 4767 2 198201907543147093 14648 -42 22397 -35
136159805345776311 2020-07-26T05:20:54.000000 235368000.0 86618.5 144994000.0 68033.1 109.958 9.2068 0.00168279 1.30288e-07 0 451773 5020 2 212749695838955336 14651 -46 22371 -47
164748347779326552 2021-12-25T05:34:19.000000 230455000.0 85702.4 153591000.0 70009.6 6.3709 10.0487 0.00166762 1.26057e-07 0 524821 5749 2 257419293390818025 14670 -50 22271 -100
167474935933236152 2022-02-12T13:06:09.000000 236388000.0 86799.3 143201000.0 67583.5 6.61612 9.6977 0.00169418 1.22245e-07 0 531410 5807 0 261679587380295168 14622 -40 22486 24
155982100376064390 2021-07-19T16:47:28.000000 226286000.0 84951.9 141276000.0 67144.3 5.75731 9.74984 0.00167269 1.29388e-07 0 500833 5573 2 243722031823844112 14680 -48 22216 -120
144009700409356364 2020-12-15T04:23:59.000000 234550000.0 86480.8 139481000.0 66714.4 6.27625 9.45521 0.00167711 1.2894e-07 12288 471454 5260 2 225015156875156875 14657 -46 22340 -64
177052106740626425 2022-08-04T17:43:25.000000 233213000.0 86219.8 138891000.0 66579.5 6.01143 9.06246 0.0016628 1.23693e-07 0 556909 6009 2 276643916767113260 14621 -40 22481 24
126845128539903367 2020-02-08T18:37:39.000000 226475000.0 84981.4 137519000.0 66254.9 20.2585 26.8155 0.00168324 1.32315e-07 0 426323 4767 2 198195513329166994 14687 -42 22183 -126
134405123397834623 2020-06-24T11:50:31.000000 235845000.0 86748.6 173226000.0 nan 5.39359 nan 0.00139034 nan 12288 446411 4951 0 210008005295051873 14650 36 22395 56
167470843629416562 2022-02-12T11:19:34.000000 236284000.0 86798.5 143156000.0 67603.7 8.52014 9.95236 0.00167781 1.29116e-07 0 531368 5807 2 261673193156189122 14657 -39 22340 -57
136533127466624203 2020-08-01T23:21:55.000000 237624000.0 87021.1 141648000.0 67235.1 5.65841 10.4114 0.00169568 1.26516e-07 0 452988 5031 2 213333011653169167 14681 35 22254 -11
155986192664160178 2021-07-19T18:34:01.000000 244291000.0 88237.5 143766000.0 67728.6 5.59615 9.11548 0.00169612 1.22827e-07 0 500830 5573 0 243728426022611419 14637 -49 22436 -20
