#transitid  obstime  fluxbpint  fluxbpinterror  fluxrpint  fluxrpinterror  bpimagequality  rpimagequality  nu  dnu  flagspe  provenance  run  apflags  obsobmt  bpwinal  bpwinac  rpwinal  rpwinac
113720352883521000 2019-06-16T10:01:38.000000 130905000.0 64674.8 66526000.0 46178.8 5.83384 9.58479 0.00177667 1.89716e-07 0 390924 4471 0 177688051366292100 14672 -50 22307 -86
103360599380202346 2018-12-11T01:38:36.000000 123430000.0 62812.0 63100500.0 44980.2 5.93604 9.0283 0.00181292 1.98744e-07 0 364223 4234 0 161500936517399502 14686 41 22202 -25
105115131273422106 2019-01-11T19:04:58.000000 127717000.0 63862.4 64589800.0 45493.9 5.78763 8.61908 0.00178916 1.99886e-07 0 368060 4266 0 164242392600302291 14676 -44 22249 -100
105119223560857073 2019-01-11T20:51:32.000000 133837000.0 65378.2 67292600.0 46431.7 5.83504 8.65884 0.00185178 1.91417e-07 0 368042 4266 2 164248786798855660 14634 -44 22445 -9
92936102819025046 2018-06-05T13:03:40.000000 133326000.0 65308.7 67105600.0 46373.1 5.92326 7.69599 0.00179629 1.88669e-07 0 338755 3999 2 145212660640383293 14637 -49 22426 -21
94677129236333884 2018-07-07T00:47:18.000000 125826000.0 63405.0 62218100.0 44685.5 5.98508 7.89246 0.00179646 1.98168e-07 0 342750 4033 0 147933014417829820 14656 34 22356 37
94681221512994912 2018-07-07T02:33:53.000000 128973000.0 64170.3 65260400.0 45736.5 5.91494 9.07059 0.00184009 1.89956e-07 0 342693 4033 2 147939408598854028 14673 34 22290 3
95838457354011907 2018-07-28T00:52:54.000000 129666000.0 64357.6 67864800.0 46641.5 6.00491 56.8997 0.00183589 1.99497e-07 0 346432 4064 0 149747589601592647 14652 -37 22360 -43
95842549661626829 2018-07-28T02:39:29.000000 130059000.0 64438.5 73261700.0 48422.1 5.89797 8.71412 0.00181392 1.88207e-07 0 346447 4064 0 149753983830531682 14618 -37 22494 32
116254230005985580 2019-08-01T05:54:05.000000 130866000.0 64671.7 66660800.0 46224.2 5.76287 9.59975 0.00173678 1.77594e-07 0 398227 4529 0 181647234370091940 14665 -33 22336 -53
123930148364887584 2019-12-18T01:22:57.000000 125174000.0 63225.0 62734800.0 44853.5 5.68597 8.73256 0.00171816 1.87563e-07 0 419281 4711 0 193640856804780347 14678 42 22243 -6
156269344588206208 2021-07-24T21:33:33.000000 125438000.0 63320.8 65943700.0 45967.7 5.76652 9.38878 0.00173076 1.86375e-07 0 501661 5579 0 244170850904715939 14684 17 22228 -43
126505842968240459 2020-02-02T15:12:04.000000 126151000.0 63476.9 70258600.0 47450.3 5.63137 9.00343 0.00172638 1.853e-07 0 425540 4761 0 197665379623125848 14672 15 22277 -21
162480148130882880 2021-11-14T05:13:41.000000 130676000.0 64608.2 67165800.0 46375.2 5.76509 8.3904 0.00175786 1.8087e-07 0 519687 5703 2 253875231438998795 14633 -22 22448 17
162476055831523439 2021-11-14T03:27:07.000000 127266000.0 63771.9 66133600.0 46043.8 5.81666 8.22699 0.00174144 1.87646e-07 0 519701 5703 0 253868837221995082 14657 -22 22340 -36
166952257230365871 2022-02-03T02:03:59.000000 129766000.0 64381.8 77101600.0 49665.5 5.93652 8.57214 0.00173339 1.82279e-07 0 530008 5796 2 260862901908012048 14634 2 22445 48
162466315064615342 2021-11-13T23:13:28.000000 129781000.0 64376.4 65677000.0 45897.6 5.79774 9.17283 0.00175255 1.80524e-07 0 519685 5703 0 253853617274290882 14675 -20 22280 -64
131987980439437969 2020-05-11T18:36:33.000000 129014000.0 64195.3 80150500.0 50661.6 5.55459 10.3082 0.00176658 1.86328e-07 0 440485 4884 0 206231219421760120 14653 9 22377 15
131983888155821380 2020-05-11T16:49:59.000000 126718000.0 63624.4 64890100.0 45619.9 5.52906 8.42654 0.00173446 1.91414e-07 0 440535 4884 0 206224825229352169 14655 8 22359 7
156915288733402221 2021-08-05T13:56:18.000000 126848000.0 63654.7 69860400.0 47321.7 5.61954 8.46333 0.00172573 1.90772e-07 0 503436 5592 2 245180138631839306 14655 -25 22363 -28
