#transitid  obstime  fluxbpint  fluxbpinterror  fluxrpint  fluxrpinterror  bpimagequality  rpimagequality  nu  dnu  flagspe  provenance  run  apflags  obsobmt  bpwinal  bpwinac  rpwinal  rpwinac
188989015958926344 2023-03-08T14:48:18.000000 38298.4 93.6227 23995.6 74.261 5.83917 9.38889 0.00168253 8.47648e-07 1 588842 6376 0 295295335220782063 14669 -23 22320 -52
187634281045475604 2023-02-12T02:46:29.000000 38766.8 94.1049 24103.6 74.4206 5.78668 8.89136 0.00170261 8.7901e-07 1 585556 6328 0 293178561917814966 14651 44 22387 58
187630188751775271 2023-02-12T00:59:54.000000 38680.4 94.0408 24050.1 74.2297 5.70718 8.80403 0.00166738 8.6296e-07 1 585564 6328 0 293172167709269992 14635 44 22438 91
183863429707374687 2022-12-05T22:00:19.000000 38115.9 93.3118 24355.8 74.8057 5.83478 9.86955 0.00167488 8.33947e-07 1 575018 6175 0 287286606702281651 14674 36 22287 3
183859337409344188 2022-12-05T20:13:45.000000 38789.2 94.2633 24141.1 74.4779 5.86918 8.86904 0.00168326 8.87532e-07 1 574926 6175 0 287280212486218344 14662 35 22325 20
183282571671811727 2022-11-25T09:53:08.000000 38715.1 94.0997 24500.8 75.0229 5.91922 9.6748 0.00169887 8.49688e-07 1 573011 6144 0 286379016021977013 14670 -22 22301 -58
183292312489059830 2022-11-25T14:06:48.000000 38825.8 94.1955 24391.1 74.755 5.68356 8.9961 0.00166495 8.61021e-07 1 572998 6144 0 286394236048674383 14632 -22 22439 16
16691774190921329 2014-08-26T16:53:08.000000 28626.8 80.9697 22282.6 71.54 4.87601 10.1675 0.0017183 9.47269e-07 1 10590 236 0 -9999 -9999 -9999 -9999 -9999
18467448759669265 2014-09-27T19:32:19.000000 4132480000000.0 2320730000000000.0 25290.7 76.1808 nan 8.53533 0.00235555 0.31721 1 20130 269 0 -9999 -9999 -9999 -9999 -9999
36461261813621889 2015-08-19T05:24:17.000000 39989.2 95.5433 24835.4 75.4703 5.60544 10.3923 0.00172548 8.49839e-07 1 118586 599 0 -9999 -9999 -9999 -9999 -9999
39025698664764024 2015-10-04T14:23:08.000000 41158.0 97.1458 24957.5 75.6733 5.30773 8.2758 0.00170907 8.74397e-07 1 136319 680 0 -9999 -9999 -9999 -9999 -9999
39029790914967257 2015-10-04T16:09:42.000000 40811.9 96.5898 25188.4 76.004 5.33398 9.51475 0.00169704 8.46025e-07 0 136329 680 0 -9999 -9999 -9999 -9999 -9999
39039531629700984 2015-10-04T20:23:21.000000 40727.6 96.4674 24820.6 75.451 5.19696 8.03502 0.0016997 8.72511e-07 1 136541 680 0 -9999 -9999 -9999 -9999 -9999
39053364581525288 2015-10-05T02:23:35.000000 40796.3 96.5509 24792.3 75.3874 5.14536 8.07547 0.00173478 8.72473e-07 1 136683 680 0 -9999 -9999 -9999 -9999 -9999
39057456824382762 2015-10-05T04:10:09.000000 40833.6 96.5636 25030.3 75.7625 5.32607 9.5287 0.00175388 8.53475e-07 1 136689 680 0 -9999 -9999 -9999 -9999 -9999
39094863574222239 2015-10-05T20:24:15.000000 40277.0 95.9176 24321.2 74.7589 5.32551 8.03201 0.0017569 9.06143e-07 1 137318 681 0 -9999 -9999 -9999 -9999 -9999
39098955855877589 2015-10-05T22:10:49.000000 41930.8 98.2915 24813.1 75.4927 5.57143 9.39249 0.0017813 8.98959e-07 3 137345 681 0 -9999 -9999 -9999 -9999 -9999
39108696693290881 2015-10-06T02:24:29.000000 39702.5 95.3071 24429.2 74.867 5.19662 8.46328 0.00174823 8.82918e-07 1 137492 681 0 -9999 -9999 -9999 -9999 -9999
