#transitid, obstime, fluxbpint, fluxbpinterror, fluxrpint, fluxrpinterror, bpimagequality, rpimagequality, nu, dnu, flagspe, provenance, run, apflags, obsobmt, bpwinal, bpwinac, rpwinal, rpwinac
106406853954515203,2019-02-04T03:47:26.000000,72795100.0,48321.1,45232500.0,38161.4,5.49996,8.80502,0.0017721,2.58759e-07,0,371353,4297,0,166260709289441356,14658,-53,22333,-74
93606723221088051,2018-06-17T16:15:25.000000,72769400.0,48302.0,40502700.0,36092.3,5.69652,8.01235,0.00175574,2.46806e-07,0,340230,4012,0,146260505019371436,14637,20,22432,62
93610815526720340,2018-06-17T18:01:59.000000,75419400.0,49239.9,54015000.0,41641.6,5.69261,9.80904,0.00175168,2.35914e-07,0,340294,4012,0,146266899245781416,14643,21,22416,50
94399052905355069,2018-07-02T00:07:25.000000,69546300.0,47254.9,42694300.0,37049.7,5.74786,10.0331,0.00175923,2.63387e-07,0,342157,4028,0,147498520150853488,14695,-36,22171,-126
94408793677906134,2018-07-02T04:21:04.000000,73424300.0,48517.6,43785300.0,37551.7,5.65878,8.17147,0.00172253,2.40753e-07,0,342121,4028,0,147513740107377220,14649,-38,22385,-32
103716077047047563,2018-12-17T11:48:48.000000,76072600.0,49374.8,44317000.0,37738.1,5.55012,8.83014,0.00171601,2.32945e-07,0,364919,4240,0,162056370370598061,14636,-29,22443,9
103711984769053847,2018-12-17T10:02:13.000000,73257000.0,48476.6,43565800.0,37454.8,5.56437,8.63173,0.00179737,2.51961e-07,0,364950,4240,0,162049976187234299,14662,-29,22313,-57
104583178384184095,2019-01-02T04:11:22.000000,72824800.0,48335.5,41500700.0,36556.5,5.80965,9.22363,0.00176527,2.63065e-07,0,366733,4256,0,163411216211640425,14686,26,22202,-41
104573437572608177,2019-01-01T23:57:41.000000,71504900.0,47848.6,46634900.0,38701.6,5.37655,8.86401,0.00177852,2.32414e-07,0,366652,4256,0,163395996191753056,14616,24,22500,107
96429812691820999,2018-08-07T17:26:56.000000,74930500.0,49002.2,43852000.0,37541.5,5.77522,8.61893,0.0017596,2.34405e-07,0,347785,4076,0,150671582322235100,14630,38,22461,96
114303677361435533,2019-06-26T23:17:39.000000,71050900.0,47754.5,41784000.0,18254.1,5.45214,8.6234,0.00169098,2.02476e-07,0,392494,4486,0,178599495863219646,14661,29,22320,13
114307769628140569,2019-06-27T01:04:13.000000,72570200.0,48215.9,42416100.0,18391.0,5.43633,9.66281,0.00169887,1.89891e-07,0,392382,4486,0,178605890028634441,14679,30,22260,-14
116663554355143129,2019-08-08T15:27:13.000000,71913600.0,47999.1,50209600.0,40166.2,5.42205,10.4863,0.00168494,2.2627e-07,0,400044,4551,0,182286803665498459,14677,39,22278,4
124463224159605963,2019-12-27T16:40:13.000000,68928500.0,47034.9,41744600.0,36659.1,71.9622,38.3454,0.00167786,2.40409e-07,0,420379,4722,0,194473787735129098,14686,-43,22190,-125
124467316427511222,2019-12-27T18:26:48.000000,75001800.0,49099.0,44243300.0,37750.4,5.42326,9.3339,0.00170547,2.28917e-07,0,420409,4722,0,194480181903681178,14646,-44,22403,-31
145050032849614473,2021-01-02T23:55:56.000000,71990600.0,48026.4,42797700.0,37110.8,5.15448,8.66487,0.00170466,2.25575e-07,0,473489,5279,0,226640676311981196,14626,26,22474,92
167612385328820640,2022-02-15T00:43:07.000000,71678700.0,47921.3,42936700.0,37158.3,5.54773,63.7308,0.00168954,2.21861e-07,0,531837,5810,0,261894352061159254,14617,-52,22493,17
144137385311769729,2020-12-17T11:47:09.000000,69679800.0,47288.1,47655400.0,39139.0,5.52495,10.6929,0.00169779,2.36786e-07,0,471737,5262,0,225214664535504654,14691,-29,22195,-109
154742903709299963,2021-06-27T07:02:28.000000,71218400.0,47772.1,42249000.0,36860.5,5.15526,8.43232,0.0016937,2.2458e-07,0,498062,5547,0,241785787031088347,14624,29,22484,100
135817919591675347,2020-07-20T01:01:25.000000,72995900.0,48351.9,43507600.0,37393.2,5.11825,8.71047,0.00169269,2.22521e-07,0,450184,5011,0,212215499346960650,14622,-48,22478,9
127222838247352142,2020-02-15T14:31:56.000000,74660200.0,48920.8,43756100.0,37488.0,5.35707,9.14667,0.00170783,2.2492e-07,0,427646,4774,0,198785684746032767,14635,-49,22438,-19
166074492646606433,2022-01-18T05:09:56.000000,69632900.0,47265.1,40291800.0,36045.8,5.62254,8.30543,0.0016898,2.46304e-07,0,528220,5778,0,259491394745639430,14657,38,22349,38
144147126208317281,2020-12-17T16:00:50.000000,71574000.0,47899.7,43195600.0,37306.7,5.21927,8.54302,0.00168185,2.4082e-07,0,471647,5262,0,225229884686443399,14656,-30,22344,-43
164820677199832239,2021-12-26T12:55:33.000000,72114100.0,48064.8,43055200.0,37253.0,5.51656,9.46925,0.00170354,2.27827e-07,0,524972,5750,0,257532308110519598,14678,-39,22255,-95
135813827313153710,2020-07-19T23:14:52.000000,71870400.0,48028.4,43295600.0,37343.9,5.44568,8.9115,0.00168775,2.38189e-07,0,450384,5011,0,212209105161622316,14665,-47,22296,-85
155931794945798895,2021-07-18T19:00:29.000000,72397200.0,48163.9,43066600.0,37213.8,5.26318,8.31742,0.00169282,2.22734e-07,0,500680,5572,0,243643429587596870,14620,-49,22488,15
164830418023375769,2021-12-26T17:09:14.000000,72933200.0,48347.2,50891000.0,40407.1,5.65122,8.88214,0.00168957,2.28635e-07,0,524894,5750,0,257547528148486288,14629,-40,22452,3
175495287140574439,2022-07-07T14:07:57.000000,72579900.0,48236.7,53394900.0,41392.9,5.60718,9.41854,0.00171028,2.27245e-07,0,553545,5974,0,274211386142114601,14635,34,22446,84
155927702653383798,2021-07-18T17:13:56.000000,71897900.0,48036.1,58327500.0,43269.2,5.42583,10.0658,0.00168108,2.37447e-07,0,500727,5572,0,243637035380975105,14665,-48,22312,-79
187065593823269997,2023-02-01T19:55:15.000000,68205700.0,46783.1,41582500.0,36592.9,5.81792,9.83734,0.00168177,2.37222e-07,0,584084,6292,0,292289990335142748,14693,42,22193,-27
