#transitid, obstime, fluxbpint, fluxbpinterror, fluxrpint, fluxrpinterror, bpimagequality, rpimagequality, nu, dnu, flagspe, provenance, run, apflags, obsobmt, bpwinal, bpwinac, rpwinal, rpwinac
96749895055331484,2018-08-13T12:20:17.000000,247887000.0,88928.0,154525000.0,70216.9,5.58174,7.98658,0.00167402,1.27802e-07,0,348422,4082,0,151171711009736101,14639,-47,22424,-19
98242459570544737,2018-09-09T12:12:51.000000,242527000.0,87912.6,149192000.0,68999.5,5.6634,8.58244,0.00172131,1.28215e-07,0,352330,4111,0,153503843064033426,14671,39,22284,9
98246551845377519,2018-09-09T13:59:26.000000,235574000.0,86663.7,148215000.0,68768.0,5.70414,9.9182,0.00173077,1.28868e-07,0,352407,4111,0,153510237243492523,14695,40,22183,-35
106731099856987396,2019-02-10T00:33:34.000000,241125000.0,87665.8,133807000.0,65342.3,5.28964,8.19566,0.00180606,1.38049e-07,0,372144,4303,0,166767343512985391,14632,35,22443,85
106735192150688014,2019-02-10T02:20:08.000000,243154000.0,88038.0,151622000.0,69569.0,5.39449,9.38864,0.00174903,1.31559e-07,0,372177,4303,0,166773737721016579,14652,36,22384,50
108296654055724326,2019-03-10T07:59:16.000000,252610000.0,89766.2,154994000.0,70329.6,5.39856,9.1851,0.00175607,1.32179e-07,0,376555,4335,0,169213521947449479,14644,-52,22405,-39
109550400799515488,2019-04-02T00:05:52.000000,235072000.0,86552.2,147063000.0,68507.1,5.41484,8.96274,0.00177922,1.38049e-07,0,379611,4367,2,171172501234427033,14673,33,22262,-7
109554493110785526,2019-04-02T01:52:26.000000,232677000.0,86131.8,146222000.0,68310.3,5.50246,9.98861,0.00175655,1.34874e-07,0,379628,4367,2,171178895471749165,14695,34,22183,-42
117003295797589198,2019-08-14T18:52:44.000000,249914000.0,89261.8,153946000.0,70085.3,5.43682,9.73824,0.00168254,1.19021e-07,0,401273,4557,2,182817649669534201,14667,-45,22314,-78
119897076004860152,2019-10-06T02:58:39.000000,247223000.0,88779.6,155008000.0,70327.2,5.38901,9.83868,0.00169191,1.18843e-07,0,408732,4623,2,187339181243062709,14662,-44,22337,-65
186156291737806118,2023-01-16T09:20:46.000000,243279000.0,88058.2,148776000.0,68887.6,5.8761,8.23713,0.00167001,1.23041e-07,0,582179,6230,0,290869205826595433,14634,7,22445,53
186160384067428895,2023-01-16T11:07:20.000000,246104000.0,88566.8,175379000.0,74775.7,61.8678,9.08681,0.00169863,1.20729e-07,0,582167,6230,2,290875600090502805,14631,7,22462,61
186170124912309689,2023-01-16T15:20:59.000000,237691000.0,87053.1,154997000.0,70324.4,5.97345,8.82695,0.00166247,1.28045e-07,0,582222,6230,2,290890820160156726,14667,7,22302,-19
186174217174561376,2023-01-16T17:07:32.000000,242581000.0,87947.1,151546000.0,69546.8,5.78359,9.14624,0.00169512,1.20427e-07,0,582153,6230,2,290897214320802126,14667,7,22330,-10
186626573574222572,2023-01-24T21:26:47.000000,242000000.0,87828.0,151262000.0,69483.9,5.88244,8.52674,0.00167834,1.26258e-07,0,583179,6266,2,291604021195061092,14661,-22,22324,-43
186640406790305012,2023-01-25T03:27:00.000000,237841000.0,87069.8,149191000.0,68985.0,5.87059,8.87629,0.00165159,1.21605e-07,0,583296,6266,2,291625635595058525,14622,-24,22478,40
190857903983879051,2023-04-11T09:47:37.000000,248007000.0,88911.0,154126000.0,70112.5,67.141,8.56043,0.00168756,1.19739e-07,0,594168,6471,2,298215474960055288,14631,-24,22454,20
191282593486619306,2023-04-19T02:06:26.000000,236766000.0,86878.0,152390000.0,69743.8,5.85974,8.40973,0.00166717,1.27362e-07,0,595753,6488,2,298879052308726538,14650,10,22374,18
191286685763944695,2023-04-19T03:53:00.000000,239358000.0,87351.1,152706000.0,69815.6,5.76046,8.87995,0.00169196,1.24918e-07,0,596163,6489,2,298885446492054058,14650,11,22386,22
