#transitid, obstime, fluxbpint, fluxbpinterror, fluxrpint, fluxrpinterror, bpimagequality, rpimagequality, nu, dnu, flagspe, provenance, run, apflags, obsobmt, bpwinal, bpwinac, rpwinal, rpwinac
109259885101864818,2019-03-27T17:59:15.000000,8592.03,45.5029,3601.11,29.9346,6.64884,8.07899,0.0017852,2.20352e-06,1,378859,4361,0,170718568256055759,14646,37,22391,56
109263977382331967,2019-03-27T19:45:49.000000,8934.34,45.9217,3592.79,29.8757,6.56928,8.81156,0.00183743,2.17511e-06,1,378910,4361,0,170724962443945119,14660,37,22356,35
99504768824678172,2018-10-02T08:10:15.000000,8268.29,44.2874,3524.58,29.4992,6.71134,10.3565,0.00181045,2.22755e-06,1,355030,4137,0,-9999,-9999,-9999,-9999,-9999
99514509563933293,2018-10-02T12:23:56.000000,8646.47,45.2845,3744.06,30.4595,6.77917,8.72335,0.00180276,2.19943e-06,1,355067,4137,0,-9999,-9999,-9999,-9999,-9999
99518601855820474,2018-10-02T14:10:30.000000,8870.57,45.7039,4683.15,33.5542,6.55769,10.261,0.00176905,1.981e-06,1,355121,4137,0,-9999,-9999,-9999,-9999,-9999
106523874168677323,2019-02-06T06:35:21.000000,8168.01,43.8434,3695.54,30.1852,6.53258,9.33695,0.00176629,2.16467e-06,0,371511,4299,0,166443551172873343,14673,51,22262,11
108374954954461349,2019-03-11T17:56:03.000000,8370.2,44.5778,3640.75,30.0602,6.47357,9.51288,0.00179198,2.24349e-06,1,376798,4337,0,169335864900887647,14680,-33,22224,-102
108379047243731289,2019-03-11T19:42:37.000000,8902.61,46.0894,4178.17,31.9873,6.27978,10.3393,0.00180816,2.12811e-06,1,376837,4337,0,169342259102612697,14638,-33,22427,-9
96630053323453749,2018-08-11T08:21:24.000000,8792.07,45.6539,3660.11,30.1134,6.59085,8.97987,0.00179685,2.11755e-06,1,348187,4080,0,150984456102911095,14668,-39,22311,-74
98491276387558107,2018-09-14T00:15:11.000000,8432.11,44.5214,3622.32,29.9476,6.80099,8.57742,0.00178378,2.12025e-06,1,353062,4116,0,153892617140177223,14674,38,22267,-1
98495368637223430,2018-09-14T02:01:45.000000,8716.51,45.4469,4628.41,33.4568,6.89973,1.40004,0.00181805,2.16792e-06,0,353115,4116,0,153899011280259150,14686,38,22214,-26
114642606409127569,2019-07-03T02:13:39.000000,8094.63,43.8065,3572.08,29.7093,6.3248,10.07,0.00178765,2.27651e-06,1,393514,4492,0,179129070298638688,14691,-18,22175,-104
114646698721068826,2019-07-03T04:00:14.000000,8826.88,45.861,3509.24,29.6884,6.36457,9.79975,0.00185394,2.20879e-06,1,393365,4492,0,179135464535884166,14660,-18,22348,-32
115306442595267608,2019-07-15T02:22:17.000000,8369.5,44.363,3571.12,29.5528,5.98742,9.69552,0.00175891,2.16367e-06,1,395308,4505,0,180166314339674195,14622,31,22482,105
115310534837461105,2019-07-15T04:08:52.000000,8877.83,45.7826,3744.24,30.2252,6.48638,8.80565,0.00179652,2.07028e-06,1,395333,4505,0,180172708467611617,14626,32,22469,92
115320275676698287,2019-07-15T08:22:33.000000,8013.28,43.6236,7209.52,41.2817,6.73639,0.544139,0.00162514,1.89925e-06,1,395406,4506,0,180187928529234235,14688,34,22172,-45
116781695482643807,2019-08-10T18:43:39.000000,9007.11,46.0684,41415.3,97.2447,6.38172,2.18931,0.00159307,8.01371e-07,0,400664,4553,0,182471396976400069,14656,-38,22360,-48
118734765738083346,2019-09-15T02:29:29.000000,8875.62,45.7764,3641.16,30.052,6.33415,8.89252,0.0018246,2.18544e-06,1,406107,4594,0,185523069250311977,14656,42,22368,47
