#transitid, bp samples (60), rp samples (60)
192161847629209829,[19633 19661 19697 19729 19730 19763 19813 19833 19905 19975 20123 20318
 20592 20954 21882 25080 35282 48304 52752 53205 52067 50229 47794 45591
 43485 41888 40078 38678 37135 35583 33825 31638 29904 28873 27737 26584
 25089 23359 22328 21668 21369 21144 21038 20929 20734 20617 20529 20383
 20243 20174 20014 19860 19756 19791 19688 19632 19651 19635 19644 19607],[28130 28136 28145 28167 28191 28223 28244 28292 28387 28468 28605 28821
 29180 29977 31880 35955 39907 41765 42314 42917 43640 44404 45112 45495
 45880 46323 46700 47235 47621 48188 48468 48747 48935 49007 48980 49002
 48651 48570 48042 47026 46070 45215 44089 42725 41161 39307 37629 35753
 34145 32658 31440 30283 29478 29003 28725 28556 28454 28356 28303 28284]
192152106784830732,[18521 18520 18518 18535 18548 18535 18565 18588 18636 18675 18740 18793
 18998 19400 21326 24942 26639 26698 26444 26110 25625 25207 24710 24253
 23915 23439 23057 22764 22400 22045 21494 21056 20725 20565 20353 19995
 19629 19280 19114 18972 18906 18851 18841 18806 18785 18723 18709 18684
 18660 18643 18575 18534 18528 18492 18478 18474 18481 18475 18478 18473],[31407 31412 31459 31489 31524 31585 31685 31787 31906 32117 32558 33602
 35229 38737 42648 44136 44833 45226 45903 46529 46986 47437 47950 48265
 48619 48993 49350 49839 49927 50329 50533 50564 50683 50680 50603 50603
 50370 49948 49290 48619 47720 46815 45806 44348 42831 41334 39730 38210
 36666 35312 34139 33161 32526 32078 31872 31698 31612 31533 31452 31442]
190880274064781944,[18708 18755 18797 18842 18866 18979 19138 19269 19520 19761 20370 21856
 27525 42215 50951 51547 50546 49342 47635 45641 43732 41610 40423 38853
 37434 35842 34470 32795 30946 28893 27860 27083 26041 24800 23307 21854
 21152 20570 20272 20126 20039 19874 19716 19555 19502 19417 19316 19223
 18995 18859 18714 18614 18582 18550 18542 18541 18544 18531 18543 18555],[31505 31534 31611 31675 31784 31893 32091 32615 33670 35498 39303 42954
 44177 44851 45515 45888 46803 47182 47615 47978 48312 48768 49003 49370
 49797 50163 50280 50535 50584 50685 50592 50452 50452 50211 49755 49171
 48273 47461 46608 45331 43857 42341 40774 39192 37690 36247 34935 33853
 32915 32360 31972 31779 31660 31587 31505 31431 31430 31401 31365 31355]
190876181781829322,[19760 19781 19826 19829 19867 19919 19996 20065 20212 20442 20755 21131
 21980 25578 38007 50061 52517 52323 50693 48937 46835 44805 42768 41341
 39628 38239 36868 35406 33751 31805 29919 28955 28128 26907 25598 23867
 22634 21988 21517 21315 21218 21161 20945 20779 20689 20593 20486 20460
 20258 20039 19934 19945 19741 19745 19789 19750 19683 19707 19664 19622],[29790 29823 29896 29950 30071 30176 30344 30798 31539 33613 38128 41853
 42812 43190 43648 44461 45107 45602 46107 46365 46874 47024 47478 47904
 48242 48571 48928 48940 49017 49058 49014 48924 48632 48122 47410 46538
 45718 44774 43538 42088 40613 39140 37588 36073 34683 33254 32133 31258
 30647 30322 30147 30026 29959 29887 29825 29793 29758 29734 29733 29708]
28411007308275848,[17213 17211 17225 17234 17247 17278 17310 17380 17428 17488 17597 18081
 20353 23602 24664 24741 24592 24222 23796 23415 22859 22458 22104 21761
 21368 21000 20609 20177 19697 19264 19050 18845 18658 18355 18047 17784
 17633 17539 17490 17467 17468 17431 17409 17360 17348 17355 17363 17304
 17270 17275 17235 17212 17213 17211 17196 17175 17180 17188 17165 17150],[28384 28372 28403 28416 28438 28449 28496 28565 28697 29015 29818 30904
 31345 31489 31546 31661 31867 31987 32052 32246 32349 32392 32525 32631
 32723 32877 32959 33090 33094 33123 33133 33119 33166 33103 33039 32820
 32731 32503 32254 31993 31663 31285 30983 30572 30188 29817 29438 29134
 28866 28705 28562 28505 28455 28428 28417 28398 28396 28382 28368 28372]
37221179816846668,[17173 17176 17184 17195 17198 17219 17241 17262 17311 17376 17439 17644
 18001 19854 24022 25873 25629 25291 24866 24405 23891 23449 22895 22499
 22131 21800 21448 21122 20667 20255 19802 19453 19285 19042 18700 18361
 18005 17755 17623 17522 17480 17459 17452 17417 17400 17337 17310 17320
 17305 17273 17209 17181 17157 17134 17134 17132 17130 17125 17129 17131],[28355 28358 28374 28378 28399 28416 28440 28490 28578 28747 29028 29458
 30309 31236 31572 31758 31877 32030 32182 32281 32440 32462 32572 32672
 32738 32797 32866 32973 33056 33074 33119 33123 33125 33065 33068 33059
 32930 32750 32624 32437 32110 31839 31567 31272 30911 30461 30089 29751
 29413 29102 28832 28692 28533 28464 28429 28398 28367 28362 28361 28356]
50725141881439906,[18115 18137 18136 18142 18152 18188 18205 18256 18309 18345 18447 18839
 21035 24864 26155 26272 26115 25560 25166 24565 24039 23699 23403 23019
 22652 22235 21892 21528 20943 20561 20398 20180 19868 19532 19050 18821
 18636 18569 18497 18498 18443 18432 18394 18342 18342 18352 18299 18253
 18192 18173 18119 18108 18138 18124 18099 18103 18093 18081 18082 18072],[27494 27496 27504 27516 27527 27555 27567 27590 27633 27713 27881 28441
 29604 30479 30771 30807 30870 31073 31260 31358 31503 31586 31586 31722
 31822 31925 31987 32114 32149 32196 32286 32264 32210 32242 32132 32113
 31907 31783 31546 31349 31031 30750 30327 29989 29601 29285 28901 28522
 28260 27984 27821 27693 27634 27601 27565 27540 27533 27523 27528 27514]
50729234188399508,[18226 18263 18268 18305 18337 18390 18430 18488 18640 18801 18947 19098
 19271 20047 21641 26841 41436 52299 53950 52691 50995 48748 46779 44525
 42516 40767 39217 37512 35783 33954 31910 29658 28110 27131 25861 24397
 22582 21200 20435 20010 19725 19637 19496 19365 19232 19065 18964 18913
