#transitid, obstime, fluxbpint, fluxbpinterror, fluxrpint, fluxrpinterror, bpimagequality, rpimagequality, nu, dnu, flagspe, provenance, run, apflags, obsobmt, bpwinal, bpwinac, rpwinal, rpwinac
110592361851007507,2019-04-20T20:18:27.000000,572092000.0,134950.0,337433000.0,103668.0,5.72925,8.57835,0.00184327,9.63363e-08,0,382731,4386,2,172800565377931973,14658,-24,22329,-45
110596454128346495,2019-04-20T22:05:01.000000,509781000.0,127391.0,336255000.0,103474.0,5.89814,8.82018,0.00178569,9.69353e-08,0,382667,4386,2,172806959560963792,14633,-25,22444,15
111366840858587743,2019-05-04T20:28:38.000000,588442000.0,136864.0,330586000.0,102608.0,166.219,8.50993,0.00176562,8.84251e-08,0,384834,4401,2,174010688826303461,14661,19,22324,4
100781867269546852,2018-10-25T10:28:09.000000,512659000.0,127748.0,350994000.0,105713.0,6.28436,8.63842,0.0017621,9.21325e-08,0,357867,4169,2,-9999,-9999,-9999,-9999,-9999
113397885779194052,2019-06-10T14:05:08.000000,542928000.0,131467.0,332435000.0,102896.0,5.75926,8.51485,0.00177142,9.24143e-08,0,390189,4464,2,177184196515034895,14659,-50,22338,-70
94593216398640676,2018-07-05T12:23:30.000000,591904000.0,137256.0,315019000.0,100170.0,5.82603,7.97052,0.00181676,9.10508e-08,0,342508,4031,2,147801900608224306,14654,28,22350,27
94597308673472025,2018-07-05T14:10:04.000000,552494000.0,132621.0,332881000.0,102965.0,6.02705,9.22995,0.00179906,9.01025e-08,0,342596,4032,2,147808294787546476,14669,28,22304,2
95440823952786874,2018-07-20T20:18:19.000000,535346000.0,130541.0,338652000.0,103855.0,6.09594,9.0386,0.00176042,9.27124e-08,0,345393,4057,2,149126287411557931,14658,-34,22358,-44
95450564826657643,2018-07-21T00:32:00.000000,589418000.0,136959.0,335668000.0,103385.0,5.83699,8.42483,0.0017681,8.435e-08,0,345372,4057,2,149141507527175702,14621,-36,22485,32
101455424320726059,2018-11-06T14:47:22.000000,597972000.0,137957.0,333969000.0,103124.0,6.07989,7.94172,0.0017999,8.81494e-08,0,359358,4182,2,158524100486756646,14630,-37,22449,6
103430676719343092,2018-12-12T08:01:29.000000,564682000.0,134073.0,314750000.0,100121.0,5.79045,9.01032,0.00183958,9.87461e-08,0,364511,4235,2,161610432359812928,14687,42,22179,-32
120925987590119632,2019-10-24T17:34:42.000000,567963000.0,134449.0,321628000.0,101213.0,5.63561,8.72762,0.00170337,8.37794e-08,0,411740,4641,2,188946855595231012,14670,14,22283,-21
120930079907684626,2019-10-24T19:21:16.000000,525216000.0,129295.0,330658000.0,102622.0,5.78222,9.53803,0.00170642,8.56888e-08,0,411820,4641,2,188953249841976646,14674,15,22283,-22
123626034830775535,2019-12-12T13:22:16.000000,562047000.0,133761.0,309753000.0,99324.7,5.80466,8.97536,0.0016971,8.5705e-08,0,418658,4704,2,193165679408533748,14687,42,22187,-28
182593016998417450,2022-11-12T22:44:44.000000,589991000.0,137058.0,324523000.0,101672.0,6.08541,7.96923,0.00172248,8.41473e-08,0,571387,6127,2,285301589045789289,14640,36,22409,66
