#transitid, obstime, fluxbpint, fluxbpinterror, fluxrpint, fluxrpinterror, bpimagequality, rpimagequality, nu, dnu, flagspe, provenance, run, apflags, obsobmt, bpwinal, bpwinac, rpwinal, rpwinac
100569171174774687,2018-10-21T14:09:31.000000,31550.1,85.3216,10559.0,16.7023,5.78862,nan,0.00193897,1.15541e-06,6145,357180,4165,0,-9999,-9999,-9999,-9999,-9999
100583004254245170,2018-10-21T20:09:43.000000,30371.4,83.4632,19027.5,66.1894,5.80727,10.3057,0.00171641,1.03207e-06,1,357403,4166,0,-9999,-9999,-9999,-9999,-9999
100587096491992567,2018-10-21T21:56:17.000000,30848.7,83.9935,18804.0,65.7912,5.83616,9.96286,0.00170074,9.7717e-07,1,357355,4166,0,-9999,-9999,-9999,-9999,-9999
101057369184047751,2018-10-30T10:02:03.000000,31208.0,84.5819,19284.4,66.6259,5.91143,10.3344,0.00171412,1.01207e-06,1,358406,4174,0,-9999,-9999,-9999,-9999,-9999
101071202187531305,2018-10-30T16:02:16.000000,32576.9,86.5331,19454.0,66.9308,5.96966,9.0792,0.00170516,9.92998e-07,1,358578,4175,0,-9999,-9999,-9999,-9999,-9999
101080943084068921,2018-10-30T20:15:54.000000,31834.1,85.418,19055.3,66.3587,5.88667,8.94731,0.00170917,9.90147e-07,1,358602,4175,0,-9999,-9999,-9999,-9999,-9999
113661577695212362,2019-06-15T08:33:06.000000,30915.3,84.2693,18930.6,66.0621,5.40969,8.45726,0.00169612,1.03601e-06,1,390817,4470,0,177596212933256518,14663,-38,22318,-65
113665669985792399,2019-06-15T10:19:41.000000,31146.5,84.4116,19001.3,66.1373,5.37135,9.38793,0.00169144,9.58456e-07,1,390837,4470,0,177602607137077739,14617,-38,22493,30
103139444917412800,2018-12-07T01:37:45.000000,35011.2,89.4504,18653.0,65.5599,5.83996,9.30261,0.00176271,9.92083e-07,1,363811,4230,0,161155380467376952,14674,53,22259,13
105252835418968359,2019-01-14T06:48:54.000000,30487.2,83.6087,22773.9,72.307,5.56724,1.48609,0.00170141,1.03205e-06,1,368259,4268,0,164457553127211640,14682,-11,22218,-78
105256927729599954,2019-01-14T08:35:28.000000,32142.5,85.8491,19110.0,66.3983,5.72369,9.04575,0.00173393,1.01989e-06,1,368321,4268,0,164463947362322258,14657,-10,22357,-18
105266668536222790,2019-01-14T12:49:07.000000,32339.6,86.245,19265.5,66.6124,5.50379,8.4206,0.00171173,1.0142e-06,1,368491,4269,0,164479167372440504,14642,-10,22407,12
105270760779608519,2019-01-14T14:35:41.000000,31373.7,84.7127,18993.8,66.076,5.46647,9.40633,0.00170351,9.57558e-07,1,368503,4269,0,164485561501961559,14617,-10,22493,62
105598637778555712,2019-01-20T12:53:31.000000,32018.8,85.9279,19224.3,66.5746,5.48816,8.3394,0.00169912,1.01442e-06,1,369119,4275,0,164997869313573927,14641,18,22414,47
105602730038972480,2019-01-20T14:40:05.000000,32656.2,86.7047,19317.6,66.8029,5.60741,8.88002,0.00171505,9.90481e-07,1,369155,4275,0,165004263470551905,14640,19,22433,55
105612470874416353,2019-01-20T18:53:44.000000,30484.7,83.5271,18512.8,65.311,5.50124,9.35768,0.0016892,1.00532e-06,1,369140,4275,0,165019483525802684,14677,20,22254,-29
105616563198927454,2019-01-20T20:40:17.000000,31361.9,84.6971,19195.3,66.5218,5.71774,9.83595,0.0017103,9.64407e-07,1,369103,4275,0,165025877783351750,14678,21,22275,-21
90615857803060269,2018-04-24T13:57:29.000000,32023.6,85.638,19393.0,66.7537,5.56156,8.56968,0.00170846,9.85217e-07,1,332354,3614,0,141587275602232572,14632,19,22447,68
90629690848589623,2018-04-24T19:57:44.000000,31222.5,84.6312,18950.6,66.0843,5.67746,8.83404,0.00171503,1.03531e-06,1,332310,3614,0,141608889735228825,14666,21,22293,-10
90633783156716848,2018-04-24T21:44:19.000000,32242.3,86.0367,19268.9,66.668,5.84717,9.46233,0.00170208,9.72058e-07,1,332273,3614,0,141615283967476606,14669,21,22312,-5
95036746529666230,2018-07-13T12:55:05.000000,30724.1,83.8475,19076.2,66.2293,5.60116,9.53878,0.00168824,9.80332e-07,1,343546,4043,0,148494914237316330,14620,21,22480,92
95040838866105196,2018-07-13T14:41:39.000000,31671.3,85.1159,19277.0,66.5723,5.76107,9.03643,0.00168043,9.52592e-07,1,343568,4043,0,148501308512502927,14622,21,22490,93
95050579738112780,2018-07-13T18:55:21.000000,31889.0,85.4965,19064.1,66.2629,5.91467,8.54855,0.00170905,1.02006e-06,1,343558,4043,0,148516528625424935,14663,21,22322,4
95054672006000958,2018-07-13T20:41:55.000000,32510.8,86.3591,19388.0,66.8189,5.78846,9.47182,0.00169793,9.63158e-07,1,343622,4043,0,148522922794094587,14662,21,22337,7
95552611458524559,2018-07-22T20:50:02.000000,31230.3,84.5711,19005.5,66.1781,5.81266,9.95985,0.00170552,9.70218e-07,1,345611,4059,0,149300953188113478,14681,-7,22250,-63
95562352200267563,2018-07-23T01:03:43.000000,31158.1,84.5236,18854.1,65.9077,5.78985,8.85918,0.00172459,1.0303e-06,1,345619,4059,0,149316173097515157,14667,-8,22294,-43
95566444477601154,2018-07-23T02:50:17.000000,32797.8,86.9296,19390.7,66.8312,5.89022,9.11355,0.00170928,9.98223e-07,1,345561,4059,0,149322567280933872,14645,-8,22406,8
95576185354610288,2018-07-23T07:03:59.000000,31767.9,85.2886,19243.9,66.4972,5.64804,8.50162,0.00170692,9.90652e-07,1,345632,4059,0,149337787401736082,14634,-9,22437,29
115461892315312157,2019-07-17T22:00:21.000000,30571.7,83.6262,18799.7,65.7664,5.15301,9.49093,0.00167595,9.79138e-07,1,396024,4508,0,180409204527017272,14617,17,22497,99
115475725256513358,2019-07-18T04:00:36.000000,32003.8,85.8061,19180.1,66.5213,5.45657,8.03538,0.00170839,1.02532e-06,1,396128,4509,0,180430818497894245,14647,17,22392,33
115479817526891366,2019-07-18T05:47:11.000000,32525.0,86.561,19780.9,67.5149,5.54482,9.82488,0.00172764,9.94743e-07,1,396122,4509,0,180437212669840678,14642,17,22415,44
115489558370591888,2019-07-18T10:00:52.000000,30640.1,83.7273,18730.6,65.6992,5.52031,9.3566,0.00168228,9.94821e-07,1,396175,4509,0,180452432738427772,14674,17,22255,-31
115756492370645092,2019-07-23T05:52:46.000000,31186.9,84.5645,19588.0,67.1926,5.69777,10.4115,0.00171465,1.00708e-06,1,396440,4514,0,180869517113619455,14686,-3,22226,-68
115766233304278570,2019-07-23T10:06:27.000000,29943.5,82.7827,18639.7,65.5416,5.55206,9.23076,0.00169195,1.00051e-06,1,396498,4514,0,180884737322014959,14676,-4,22241,-61
115784158704493194,2019-07-23T17:53:17.000000,32496.0,86.2416,19432.9,66.8142,5.57122,9.36924,0.00170812,9.6871e-07,1,396519,4514,0,180912745760116492,14628,-6,22459,42
122073477654786118,2019-11-14T11:34:42.000000,30722.4,86.1524,11255.3,52.9262,5.5905,nan,0.001934,1.18175e-06,6145,415120,4674,0,190739806620409333,14657,-33,22340,-51
123874166122615964,2019-12-17T01:03:03.000000,29870.1,82.7889,19176.3,66.4128,5.7599,10.5169,0.00169649,1.04148e-06,1,419212,4710,0,193553382351184129,14685,51,22193,-18
161594788849952065,2021-10-29T04:57:27.000000,30690.3,83.8347,18755.1,65.7273,5.6548,9.30031,0.00169733,9.82345e-07,1,517182,5686,0,252491855362666742,14682,35,22251,-15
141561636190470437,2020-10-31T22:00:25.000000,32284.4,85.9602,18958.2,66.1044,5.38868,9.21471,0.00172886,1.02465e-06,1,465919,5174,0,221190054332235322,14652,-15,22384,-9
162659383039418603,2021-11-17T10:58:51.000000,32072.0,85.6953,19363.7,66.6954,5.53136,9.06343,0.00171098,9.75768e-07,1,520130,5707,0,254155283782955141,14629,-34,22464,15
132178145057073012,2020-05-15T05:11:12.000000,31024.6,84.3964,12545.8,nan,5.03458,nan,0.00190242,1.14004e-06,31745,440928,4888,0,206528349436627322,14636,41,22431,-1897
141571377066303870,2020-11-01T02:14:04.000000,22567.6,181.06,19124.2,66.2848,nan,8.59325,0.00168257,9.92589e-07,1,465972,5174,0,221205274451223456,14628,-16,22459,35
174904557710230544,2022-06-26T21:43:56.000000,30794.2,84.227,18528.1,65.4102,5.80435,8.60043,0.0016985,1.06339e-06,1,552003,5962,0,273288369207647190,14653,-34,22365,-40
151277564509976026,2021-04-25T14:49:30.000000,30351.4,83.3667,19035.5,66.1638,5.15229,9.21679,0.00167347,9.9184e-07,1,489692,5435,0,236371192330904982,14621,-26,22473,34
146024006813132304,2021-01-20T14:37:25.000000,30619.2,83.708,18771.2,65.7684,5.53096,9.8495,0.00169439,9.84752e-07,1,475632,5297,0,228162508430524326,14681,17,22246,-37
145996340538308528,2021-01-20T02:36:59.000000,11755.5,nan,40491.4,nan,nan,nan,0.00139034,nan,13520,475667,5297,0,228119279875730435,14625,14,22469,-1957
162655290748182660,2021-11-17T09:12:17.000000,29962.9,82.8394,18744.7,65.7843,5.55277,9.00661,0.00168505,9.94357e-07,1,520091,5707,0,254148889578475860,14669,-33,22286,-76
145992248298726697,2021-01-20T00:50:25.000000,31290.8,84.67,18951.5,65.9841,5.28447,8.52892,0.00169419,9.99324e-07,1,475620,5297,0,228112885751376005,14633,14,22444,59
145747353873982028,2021-01-15T14:33:26.000000,31320.4,84.6602,18943.5,66.086,5.55543,10.1954,0.00170718,9.70637e-07,1,474941,5292,0,227730238212495566,14675,-6,22276,-52
146010173591437828,2021-01-20T08:37:12.000000,31551.8,84.9913,19216.3,66.5414,5.47802,9.0816,0.00171506,1.02358e-06,1,475675,5297,0,228140894021052969,14652,16,22380,23
154110559373107261,2021-06-15T20:32:07.000000,11258.8,nan,38780.4,nan,nan,nan,0.00139034,nan,13521,496614,5534,0,240797746804689546,14670,-37,22287,-50
164345000628625957,2021-12-17T22:30:50.000000,30690.2,83.8041,18890.6,65.9728,5.57021,9.36147,0.00170592,9.82057e-07,1,524005,5741,0,256789061266217409,14674,52,22275,16
171978675388605814,2022-05-04T23:41:58.000000,31284.6,84.6675,18800.7,65.8339,5.59817,8.66745,0.00170804,9.92532e-07,1,545261,5904,0,268716678078573828,14633,-33,22444,3
140990469101859851,2020-10-21T14:07:24.000000,30765.0,84.0023,18752.4,65.7809,5.35406,8.7337,0.0017116,1.03312e-06,1,464657,5153,0,220297605755909235,14661,21,22316,0
152217793353242094,2021-05-12T14:56:39.000000,31721.0,85.4316,18898.5,66.0004,5.38431,8.58582,0.00170823,1.03394e-06,1,491555,5472,0,237840299899630767,14643,42,22400,66
146006081305855694,2021-01-20T06:50:38.000000,30581.4,83.6984,18551.8,65.4316,5.30354,8.27128,0.00170395,1.05664e-06,1,475599,5297,0,228134499825411684,14657,15,22349,10
140980728238109877,2020-10-21T09:53:45.000000,31223.6,84.547,19154.3,66.3556,5.33023,9.12561,0.00169418,9.69886e-07,1,464664,5153,0,220282385656236095,14623,21,22483,90
154114651661727355,2021-06-15T22:18:42.000000,30865.4,84.0407,18939.7,65.9847,5.23763,9.0588,0.0017042,9.77177e-07,1,496579,5534,0,240804141005550040,14626,-38,22478,16
171974583103136857,2022-05-04T21:55:24.000000,30101.5,82.9959,10754.1,178.353,5.71698,nan,0.00194213,3.97058e-07,1,545260,5904,0,268710283883068935,14676,-32,22257,-87
161590696594645032,2021-10-29T03:10:53.000000,30161.5,83.1521,19484.9,67.0644,5.59732,9.12266,0.00167373,9.95838e-07,1,517257,5686,0,252485461213655323,14667,34,22288,3
132182237351297302,2020-05-15T06:57:47.000000,31895.8,85.458,18865.7,65.9263,5.38663,8.92764,0.00173568,1.01978e-06,1,440913,4888,0,206534743646132613,14651,42,22387,56
140994561369748012,2020-10-21T15:53:58.000000,31629.7,85.1333,19156.8,66.4451,5.34205,9.24866,0.00171078,9.73346e-07,1,464658,5153,0,220303999924845749,14664,21,22331,5
133968742801785637,2020-06-16T14:25:47.000000,31756.2,85.3089,18905.5,66.0555,5.39335,9.22548,0.00173889,1.02528e-06,1,445169,4937,0,209326158412431106,14654,-38,22374,-43
