#transitid, bp samples (60), rp samples (60)
111140373723767699,[20054 20085 20120 20170 20233 20286 20361 20448 20573 20678 20871 21122
 21384 21810 23178 31308 48240 58831 62854 65321 66282 67198 67858 68142
 67682 66801 66141 66153 65392 64151 62290 59790 58667 56533 52845 49233
 43981 38996 34655 32167 31244 30935 30871 30495 29388 28451 28435 27942
 27048 25409 23500 21984 21232 20797 20525 20483 20438 20345 20262 20218],[27978 28009 28008 28002 28022 28041 28072 28119 28135 28194 28347 28535
 29103 30702 32977 34439 34533 34491 34568 34737 34842 34922 34825 34816
 34800 34775 34864 34782 34784 34673 34532 34391 34248 34112 33929 33823
 33515 33274 32891 32530 32221 31718 31311 30807 30427 29916 29536 29155
 28840 28536 28353 28175 28129 28079 28052 28026 28006 27997 27999 27983]
111144466037532372,[19734 19782 19821 19839 19917 20025 20088 20199 20391 20553 20849 21225
 21880 23285 28552 44515 58199 63036 65099 66930 68252 68797 68910 68638
 68001 66866 66790 66293 65110 63533 60995 59417 58056 54678 51285 46938
 41524 36814 33570 32223 31711 31601 31455 30858 29235 29214 29078 28335
 26748 24622 22469 20896 20262 19977 19821 19753 19676 19649 19612 19596],[28122 28173 28208 28223 28305 28401 28529 28793 29297 30142 31872 35470
 40016 42334 42524 42717 43009 43235 43566 43420 43551 43506 43434 43241
 43262 43200 43089 42889 42549 42242 41756 41387 41039 40559 39987 39318
 38544 37678 36754 35897 34897 33814 32867 31911 31100 30366 29667 29153
 28700 28448 28264 28182 28133 28088 28060 28040 28019 28019 28003 27994]
111780638266135923,[18464 18494 18593 18691 18848 19041 19383 19834 20764 22948 32390 48061
 55693 58142 59427 60631 61329 61689 61770 61416 60855 59609 59641 59184
 58343 57158 55867 53576 53114 51561 48688 46065 42589 37980 34226 31109
 29638 29398 29547 29507 29590 29404 28285 26753 26926 26253 25051 23203
 21213 19627 18776 18496 18355 18292 18213 18169 18151 18139 18137 18137],[28844 28884 28959 29034 29157 29261 29500 29920 30637 31940 34105 36961
 39519 41215 41868 42232 42344 42716 42908 42838 42848 42903 42817 42781
 42747 42633 42519 42348 42258 42077 41692 41374 41108 40760 40435 39957
 39365 38728 38033 37322 36514 35811 35024 34173 33340 32504 31804 31116
 30487 29978 29533 29236 29005 28894 28837 28774 28735 28709 28698 28698]
111790379028726669,[18372 18417 18445 18455 18489 18532 18587 18649 18750 18838 18992 19163
 19504 22712 30470 35702 37327 38288 38543 39107 39376 39577 39611 39385
 38766 38881 38701 38458 37757 36743 36047 35798 34460 32848 31207 28757
 26801 24984 23996 23843 23734 23772 23683 23093 22705 22822 22782 22216
 21390 20464 19623 19015 18754 18683 18636 18566 18523 18487 18450 18436],[27555 27543 27574 27585 27588 27625 27660 27710 27805 27893 28179 28789
 30443 32679 33593 33790 33701 33712 33851 34046 34139 34072 33961 33989
 33963 33942 33862 33832 33783 33746 33663 33447 33239 33118 32935 32743
 32510 32204 31919 31487 31132 30770 30397 29950 29585 29174 28815 28511
 28229 28006 27812 27717 27660 27620 27596 27563 27544 27540 27535 27538]
111794471340667280,[18226 18250 18277 18306 18323 18374 18443 18529 18623 18712 18838 19265
 20002 23184 31163 37231 38937 40000 40748 41262 41381 41276 41124 40476
 40309 40102 39451 38887 37835 36647 36154 34753 32973 31246 28782 26330
 24558 23654 23539 23321 23273 23213 22835 22052 21876 21644 21040 20099
 19227 18619 18377 18308 18244 18198 18176 18159 18146 18139 18146 18142],[26785 26784 26808 26824 26868 26897 26957 27008 27114 27349 27833 28770
 30679 32527 33236 33335 33430 33538 33815 33751 33786 33790 33721 33772
 33663 33603 33618 33591 33475 33284 33182 32975 32780 32527 32296 31986
 31607 31220 30827 30354 29941 29452 28931 28518 28160 27776 27439 27212
 27035 26904 26854 26803 26787 26769 26752 26754 26757 26732 26733 26722]
113935446910760556,[18489 18521 18576 18627 18655 18744 18832 18977 19171 19389 19620 19943
 20763 22153 28355 45466 58572 63098 65184 67050 68094 68749 68916 68378
 67096 66433 66483 65316 64002 61938 59208 58342 55900 51990 48492 42908
 37700 33273 30942 30206 29921 29673 29493 28554 27110 27220 26781 25627
 23622 21568 19869 19043 18738 18570 18492 18428 18364 18328 18303 18290],[26959 26990 27035 27138 27243 27384 27639 28090 28941 30825 33895 37956
 40713 41493 41574 41696 42070 42292 42380 42276 42287 42176 42210 42092
 41975 41921 41714 41505 41149 40649 40398 39903 39368 38824 38062 37305
 36318 35570 34607 33588 32567 31550 30678 29812 29023 28377 27811 27449
 27220 27068 26975 26920 26877 26861 26842 26820 26808 26813 26805 26778]
94923992546326298,[18670 18676 18697 18725 18762 18798 18856 18939 19022 19163 19325 19686
 20407 23304 30657 35985 37676 38361 38946 39540 39813 40222 40051 40111
 39684 39745 39876 39387 38839 38070 36793 36390 35670 33954 32445 30463
 28197 26185 24747 24052 23948 23896 23916 23840 23373 22888 23118 22835
 22462 21667 20655 19700 19095 18845 18734 18669 18658 18617 18607 18605],[31250 31264 31283 31287 31283 31300 31325 31362 31394 31451 31525 31623
 31889 32433 33286 35020 36792 37450 37576 37610 37704 37853 37908 37876
 37944 37892 37977 37929 37693 37796 37772 37659 37632 37478 37316 37127
 36920 36791 36585 36354 36093 35769 35376 35050 34688 34261 33875 33438
 33063 32717 32337 32075 31769 31606 31458 31371 31330 31296 31269 31261]
96136595338326079,[18846 18921 18989 19066 19116 19250 19386 19536 19805 20320 20448 21176
 24336 35744 51175 58970 63075 65426 66779 67817 68562 68399 67805 67173
 67270 66331 64928 63079 60084 58576 55888 51863 48409 43233 38011 33528
 31112 30165 29634 29470 29359 28951 27491 26510 26060 25120 23537 21721
 20438 19814 19698 19381 19148 19090 19103 18955 18869 18837 18697 18680],[26969 27059 27090 27152 27328 27480 27816 28411 29795 32256 35312 38286
 40043 40960 41246 41682 41928 42075 42167 42093 42256 41976 42040 41941
 41785 41620 41388 41174 40755 40296 39990 39519 38918 38310 37577 36735
 35789 34908 33837 32839 31943 30915 30027 29247 28551 28076 27655 27370
 27202 27117 27053 27023 26963 26942 26923 26901 26887 26881 26861 26848]
96140687567942558,[18525 18584 18619 18699 18774 18896 19057 19277 19494 19806 20045 21131
 23034 29940 46324 58373 62832 65160 66879 68080 68906 69291 69117 68101
 67950 67801 66616 65253 62653 59951 58519 55236 51265 47437 41615 36500
